unit,symbol,section,is_asset,value,declaration
Speed/Indep/SourceLists/zMisc,NFSJoylogChannelInfoTable,data,,JOYLOG_CHANNEL_TIMESTEP,"const char* NFSJoylogChannelInfoTable = ""JOYLOG_CHANNEL_TIMESTEP"";"
Speed/Indep/SourceLists/zMisc,NFSJoylogChannelInfoTable,data,,JOYLOG_CHANNEL_CHECKSUM,"const char* NFSJoylogChannelInfoTable = ""JOYLOG_CHANNEL_CHECKSUM"";"
Speed/Indep/SourceLists/zMisc,NFSJoylogChannelInfoTable,data,,JOYLOG_CHANNEL_LOOP_COUNTER,"const char* NFSJoylogChannelInfoTable = ""JOYLOG_CHANNEL_LOOP_COUNTER"";"
Speed/Indep/SourceLists/zMisc,NFSJoylogChannelInfoTable,data,,JOYLOG_CHANNEL_QUEUEDFILE_STATUS,"const char* NFSJoylogChannelInfoTable = ""JOYLOG_CHANNEL_QUEUEDFILE_STATUS"";"
Speed/Indep/SourceLists/zMisc,NFSJoylogChannelInfoTable,data,,JOYLOG_CHANNEL_QUEUEDFILENAME,"const char* NFSJoylogChannelInfoTable = ""JOYLOG_CHANNEL_QUEUEDFILENAME"";"
Speed/Indep/SourceLists/zMisc,NFSJoylogChannelInfoTable,data,,JOYLOG_CHANNEL_MOVIE_PLAYER_STATUS,"const char* NFSJoylogChannelInfoTable = ""JOYLOG_CHANNEL_MOVIE_PLAYER_STATUS"";"
Speed/Indep/SourceLists/zMisc,NFSJoylogChannelInfoTable,data,,JOYLOG_CHANNEL_MEMORY_CARD,"const char* NFSJoylogChannelInfoTable = ""JOYLOG_CHANNEL_MEMORY_CARD"";"
Speed/Indep/SourceLists/zMisc,NFSJoylogChannelInfoTable,data,,JOYLOG_CHANNEL_RANDOM,"const char* NFSJoylogChannelInfoTable = ""JOYLOG_CHANNEL_RANDOM"";"
Speed/Indep/SourceLists/zMisc,NFSJoylogChannelInfoTable,data,,JOYLOG_CHANNEL_PRINTF,"const char* NFSJoylogChannelInfoTable = ""JOYLOG_CHANNEL_PRINTF"";"
Speed/Indep/SourceLists/zMisc,NFSJoylogChannelInfoTable,data,,JOYLOG_CHANNEL_SOUND_LOADING,"const char* NFSJoylogChannelInfoTable = ""JOYLOG_CHANNEL_SOUND_LOADING"";"
Speed/Indep/SourceLists/zMisc,NFSJoylogChannelInfoTable,data,,JOYLOG_CHANNEL_PATHFINDER_TIMEOUT,"const char* NFSJoylogChannelInfoTable = ""JOYLOG_CHANNEL_PATHFINDER_TIMEOUT"";"
Speed/Indep/SourceLists/zMisc,RoofScoopModelPackFilename,data,1,CARS\ROOF\GEOMETRY.BIN,"const char* RoofScoopModelPackFilename = ""CARS\\ROOF\\GEOMETRY.BIN"";"
Speed/Indep/SourceLists/zMisc,SpoilerCarreraModelPackFilename,data,1,CARS\SPOILER_CARRERA\GEOMETRY.BIN,"const char* SpoilerCarreraModelPackFilename = ""CARS\\SPOILER_CARRERA\\GEOMETRY.BIN"";"
Speed/Indep/SourceLists/zMisc,SpoilerHatchModelPackFilename,data,1,CARS\SPOILER_HATCH\GEOMETRY.BIN,"const char* SpoilerHatchModelPackFilename = ""CARS\\SPOILER_HATCH\\GEOMETRY.BIN"";"
Speed/Indep/SourceLists/zMisc,SpoilerModelPackFilename,data,1,CARS\SPOILER\GEOMETRY.BIN,"const char* SpoilerModelPackFilename = ""CARS\\SPOILER\\GEOMETRY.BIN"";"
Speed/Indep/SourceLists/zMisc,SpoilerPorschesModelPackFilename,data,1,CARS\SPOILER_PORSCHES\GEOMETRY.BIN,"const char* SpoilerPorschesModelPackFilename = ""CARS\\SPOILER_PORSCHES\\GEOMETRY.BIN"";"
Speed/Indep/SourceLists/zMisc,WheelsModelPackFilename,data,1,CARS\WHEELS\GEOMETRY.BIN,"const char* WheelsModelPackFilename = ""CARS\\WHEELS\\GEOMETRY.BIN"";"
Speed/Indep/SourceLists/zMisc,WheelsTexturePackFilename,data,1,CARS\WHEELS\TEXTURES.BIN,"const char* WheelsTexturePackFilename = ""CARS\\WHEELS\\TEXTURES.BIN"";"
